评论,分类
线上学习非常好,1
完美的课程,1
非常好，挺好的,1
非常好 很受用,1
很好的课程，学习起来不难也不轻松，在这种感受下有体系化的输出比较难得。,1
简单明了，通俗易懂,1
课程关于推广竞价的干货很多，如果可以加更多实际的例子就更好了,1
通俗易懂，很不错，,1
课程立体，ppt 设计得很棒,1
知识点提炼得很简洁，易懂,1
家家户户华国锋天涯发帖的,1
very good,1
我觉得挺好,1
"真的不错哟。
",1
非常不错的课程,1
目前学的内容都很基础，不错的,1
很好受益匪浅,1
学习到了很多不一样的内容，感谢,1
学习提醒很贴心,1
深入浅出的好课件,1
实战案例再多一些更好了,1
很详细，很好,1
对我最大的益处是什么呢？ 正在打算做独立站但是之前对这块一窍不通 通过前面的课程我明白了海外客户的生态习惯，明白了免费流量和付费流量分别是什么，明白了搜索广告 购物广告 智能购物广告是如何组成的  最最要的是根据营销漏斗学会了在每个和客户的交流点都要努力做好，并且合理通过数据来分析哪些点是能带来更高转换，那些点带来的转化更低 从而将整个营销过程做的更好更细节,1
课程超级棒,1
很nice,1
好，非常好,1
好豪豪豪豪,1
说实话，法律章节很有用，也解答了我很多疑惑,1
老师讲的真好,1
老师讲的很好,1
教学课程很好，学到了很多,1
学习到了很多知识，很不错,1
"很全面，很详细
",1
老师们都讲得很棒，对人生又有指导意义,1
让我受益匪浅,1
这门课程给我受益良多，积极正能量，老师也漂亮,1
好好好好好,1
"真的是太好了
",1
"真的很不错
",1
非常非常非常受用,1
看看看看有,1
"好  好的很
",1
了解了思想道德的意义,1
很好的课啊,1
00000,1
棒棒棒棒棒哒,1
老师讲解得很好。,1
过程还是蛮不错的,1
爽，学习真爽,1
"对我的电子工程设计加强了基础知识
",1
内容清晰明了,1
好好好好好,1
学到了很多关于电路数模电的东西，对pcb和ad有了了解和认识,1
666666666,1
老师讲解清晰,1
好很好超级好,1
很好超级有用,1
课程很好用,1
不错还可以,1
66666,1
通过学习这门课程，我了解了电子技术的概念，电子技术的原理，以及如何使用这门课程。,1
收获颇多，很棒！！！,1
啦啦啦啦啦啦啦,1
还可以吧，80低分飘过,1
真的提升了自身对谷歌的认识，刷新了我的认知,1
很棒···,1
很棒···,1
讲解思路情绪,1
课程内容丰富，课件制作精良,1
"课程讲的还可以
",1
非常详细的解释了Google广告的工作机制和原理,1
课件精美，逻辑清晰,1
专业，易懂，实用,1
整体内容结构很清晰,1
图文并茂，简单清晰,1
拓展了视野,1
感觉不错，学学不同的东西,1
了解了很多海外的营销知识，与国内很不一样，有很大的收获,1
深入浅出，学以致用。,1
表达清晰，思路清楚,1
课程逻辑性很强，知识点也很紧凑，可以很直观的了解相关的内容。,1
还行吧，后期都是广告,1
"真的很棒哦
",1
好111111,1
学习效果很好,1
好耶！！！,1
"太哈了，有这样的软件简直不要太幸福
",1
非常好！ 课后没听懂的可以从新学习一下 ,1
0000000,1
"阿巴阿巴阿巴

",1
"很好，一点也不麻烦
",1
可以非常实用,1
真的非常棒,1
收获很大，精品课程,1
很好 很有收获,1
我觉得还行,1
可以不错啊,1
非常好非常好,1
感觉自己有涨知识了,1
好很好贼好,1
反正就是非常好,1
很好 很有收获。,1
收获很大，了解了新的知识,1
能重复观看，掌握不会的知识点,1
太棒了这个,1
好好好好好,1
好，学习十分轻松,1
老师讲解的十分清晰明了,1
"老师讲的很好，我学得很明白
",1
线下来巩固知识,1
老师讲的很好，知识点讲的很细,1
挺好的，就是网课有点多看起来烦，作业有点多。五星好评，分期付款,0
从中学到了学到了许多。,1
很有效的对思修课程进行了梳理学习 受益匪浅,1
我觉得课程十分完善，老师讲得也很清晰，让我明白了思想政治与法律的重要性。,1
"真的很受益匪浅
",1
课程详尽，内容丰富,1
更加系统地学习了知识。,1
慕课随时观看真香,1
思修可以很好的提高我们的道德素养，老师上课也很有趣！,1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
好多福多寿,1
就，就，就还好,1
挺好的！课程简短而有精炼,1
哇！超出预期了,1
超出预期了,1
课程非常有帮助,1
我觉得老师讲的很详细讲的很好，完全可以听懂,1
课程内容很丰富，也很紧凑。,1
课太棒了，完美,1
学习效果很好,1
可以很棒非常好,1
特别好特别仔细,1
学习很快乐,1
非常好，收获很大,1
挺好的吧，和学校学差别不大,1
tqltql,1
受益匪浅，赞,1
课程紧凑有理老师讲的还行不快不慢,1
从理论到实践，收获满满,1
棒棒棒棒棒,1
授课方式很好，如果能增加操作实例就更好了。这个课程还是有些概念化。,1
课程内容偏科普，更之前的官方课程差不多，希望能出些更深入的课程,1
数字营销由简入深，非常好的一堂课程。,1
nice！,1
"期待更多培训
错误的问题会有解析
这样掌握更快
谢谢",1
"正在看的，不要着急
",1
期待更多培训,1
讲的很生动，很容易理解,1
不错的科普教程,1
不错 很系统,1
对google 有了基本认识,1
画面清新 干货充足 值得学习,1
很有帮助。,1
学到了很多知识,1
很有用，值得学习,1
非常不错，好,1
这五分是给讲课者的，很棒!,1
很有价值的课程，值得多刷！,1
可以哎，学到了很多,1
修改会IU呵呵iuh,1
好，非常可以,1
不好，这样学习，学习效率低下,0
真的很棒啊！,1
内容丰富，质量高。,1
"挺好的软件
",1
学习使我感到快乐,1
"老师们很认真负责知识点讲的很细
",1
非常不错的教学,1
还不错额额,1
是一个可以督促学习的软件,1
课程很不错,1
老师教授的很清晰。,1
"学习到了更多知识
",1
"学到了很多知识，受益匪浅！！！！！！
",1
"very good
",1
歪瑞奶思啊,1
真的很好，收获了很多,1
"我感jio人生得到了升华
",1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
"内容丰富，画面清晰
",1
思辨能力提升以及更加坚定理想信念,1
"学有所得，受益匪浅
",1
很好继续加油,1
真不错！真不错！,1
"这对自己的学习非常有帮助
",1
真的很不错,1
感觉可以啊,1
很好非常好,1
非常非常不错,1
获益良多。,1
更加坚定了实现中华民族伟大复兴的决心,1
"我觉得是一个很好的学习平台。
",1
在线视频可随时随地学习相当方便，加深了我的道德认同和价值观塑造，深化了我的爱国思想，非常有帮助,1
还好，挺细致的。,1
。。。。。,1
授课方式新颖，值得学习,1
好，，，，，，，，，，，，，，,1
"还是满可以的
",1
hhhhh,1
老师讲得真好/dianzan ,1
"讲的很详细，很具体，学起来很轻松。
",1
"呜呜
呜呜呜
",1
挺好的一门课程,1
adada,1
课程非常好,1
学以致用，非常实用,1
课程很棒，老师很给力,1
增加了自己的实际动手操作,1
我觉得挺好的,1
课程内容具体，老师讲解得很详细。,1
内容充实详细,1
通过近段时间以来的网上学习，对于AD仿真有了一定的理解和实际操作经验。虽然网课有些弊端但总的收获还是很多。,1
"okokok
",1
"真的挺好的
",1
获益良多。,1
很好，可以学到很多,1
好好好好好,1
课程很全面 ,1
要做的事真多,1
很棒，赞，就是互评用电脑不方便,1
"感觉非常好
",1
"课程非常详细，完美
",1
挺好的，希望一直做下去,1
哈哈哈哈哈哈哈哈哈,1
哇!超出预期了,1
"课程内容组织合理，上课速度适中，课后作业难度以及作业量安排合适，期望以后的课程也能够如此
",1
可以，让人开心,1
化学是我硬伤，希望不挂!,1
"就这个样子
",1
这个软件真心不错,1
很好非常棒,1
爽啊，学的真的,1
goods,1
没什么建议,1
oooooo,1
很有感悟，很有启发,1
讲解细致，生动有趣,1
"不错不错，一起变得更优秀吧
",1
"哇，很不错。我可以主动在里面学习到很多，自己想学习，但是在学校附近不能学习的东西
",1
"。
12536",1
辛苦老师们了,1
老师讲的好好，收获很大！！,1
非常不错的课程，能学到很的东西,1
"感觉非常好
",1
从各个方面知道到了我们社会的优点与长处，点明了未来的方向,1
学习的时候感觉老师讲挺清晰的，这个课加练习感觉挺好,1
"好好好好好
",1
"感觉非常好
",1
"来查漏补缺
",1
"..........................
",1
感受十分好,1
。。。。。,1
各种形式在一起，让人更加明白。,1
"很棒，老师讲的很好
",1
00000,1
"课程内容循序渐进，学习渐入佳境
",1
总体还可以吧,1
学习内容很丰富,1
非常棒，能够清楚的进行学习,1
除了这种网课形式，其他都很棒,1
让我对这门课有了更深的了解,1
特别厉害，讲的细致,1
"该课程十分重要
",1
讲的很清晰容易理解,1
老师讲的很好,1
"可以很棒加油冲刺
",1
很好很好很好,1
"很好学到很多
",1
很好很不错我喜欢,1
我觉得受益匪浅,1
可以一波学完。,1
蛮不错滴，老师讲得好！,1
good ohhh,1
我的天啊太棒了可以说，老师讲的非常仔细，全面，对我学习专业知识很有帮助！谢谢老师在讨论区回答提问！（大家上了这门课纷纷表示古松老师简直是这学期最帅的老师！）,1
老师讲的很仔细，深入浅出，学习后感觉很有帮助。,1
老师课讲的很好，很有收获。,1
老师讲的很好，清晰易懂。,1
谢谢有这个机会可以看到这种课程，加油，铁建人,1
"因为上课没听懂才来MOOC上搜相关视频，看完这些视频后，感觉就懂了
",1
"看完后很容易理解，很棒！
",1
视频内容讲的很仔细，课程总体来说很好,1
学到了很多，太厉害啦！！值得推荐！！！！！！,1
老师讲解的非常清晰,1
老师教得特别好，我在我们学校都听不懂，但是听了古老师的课程，我豁然开朗。感谢老师让课程变得生动形象，很不错，建议大家都来学习！ps：古老师好帅呀，使我听课更认真了，眼神一刻都不愿从老师的身上移开,1
课程通俗易懂，老实讲得很细，只得一看,1
听不错哒，,1
非常好，理解透彻,1
1sdsfwe,1
内容上面详细具体，组织结构也很合理,1
棒棒棒棒棒,1
好！！！！！！,1
教师授课清晰，详细,1
