comment,sentiment,,
  璇剧▼灏忓阀锛岃瑙ｇ敓鍔紝缁冧範鍜屾祴楠屽強鏃跺緱褰撱€備笌绾夸笅鏁欏鐩稿懠搴旓紝鐩哥粨鍚堬紝鏈夋晥鎻愰珮瀛︿範鏁堢巼銆?1,,,
鐪熺殑涓嶅拫鍦帮紝杩欓噷杩欓噷璋佺煡閬撴寚鐨勫摢閲岋紵ppt涓婁篃涓嶄細鐢诲嚭鏉ャ€傛湁浜虹殑鏃跺€欒繕濂借兘鐪嬪埌鎸囩殑鏄摢閲岋紝鍙湁ppt鐨勬椂鍊欐牴鏈笉鐭ラ亾鎸囧摢銆傝鐨勪篃鏄笉鏄庝笉鐧界殑,0,,
澶箒鐞愪簡锛屽緢澶氶儴鍒嗛兘鐓ч【涓嶈繃鏉?,0,,
"鐪熺殑鏄お濂戒簡
",1,,
鎴戣寰楄€佸笀璁插緱闈炲父鏈夐亾鐞嗭紝缁嗚嚧!,1,,
璇剧▼缁撴瀯涓嶆槸寰堟竻鏅帮紝骞朵笖鑰佸笀璁茶灏辨槸鐓х潃PPT蹇碉紝瀹屽叏娌℃湁璁茶В鐨勬剰鎬濄€?0,,,
寰堟鍟︼紝鏈夎棰戞湁ppt锛岃繕鏈夌粌涔犻,1,,
鍐呭璇﹀疄锛屾槸瀵硅鍫傝瑙ｅ緢濂界殑琛ュ厖,1,,
鑽夋嫙鍚楋紝閮藉揩鏈熸湯浜嗭紝绐佺劧涓嶇粰绛旀浜嗭紝鏃ヤ綘涓粰浜烘澘鏉裤€?0,,,
浣滀负寮哄埗鎬ц绋嬶紝璁稿鍐呭瀵逛簬澶ч儴鍒嗗鐢熸病鏈夎繍鐢ㄤ环鍊硷紝鎴戜滑骞朵笉鏄尰瀛︾敓锛屽苟涓嶉渶瑕佹帉鎻¤繖浜涚梾鐞嗕笂鐨勭煡璇?0,,,
闈炲父瀹炵敤锛屼篃鑳藉缁欎汉寰堝鍚开,1,,
鑰冭瘯浣滅瓟鍝病鏄剧ず宀€鏉ワ紝灏变綔绛斾簡,0,,
鎴戞兂寮€瀛﹀晩鎴戠埍瀛︿範鍟婏紒鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟婂晩鍟?0,,,
鏀惰幏鑹锛屼粛闇€鍔姏,1,,
绯荤粺璁茶В锛屽父瀛﹀父鏂?1,,,
杩樻潵涓嶅強濂藉ソ瀛︿範灏辩粨鏉熶簡,0,,
璋㈣阿鑰佸笀鐨勭簿蹇冩寚瀵?,1,,
杩欎釜璇剧▼閫傚悎娌″杩囩紪绋嬬殑浜猴紝鏈夊緢澶氬湴鏂硅鐨勪笉鏄緢浠旂粏锛岃繍绠楃璁茬殑涓嶄粩缁嗭紝娌℃湁璁插緢娣卞叆锛屼篃娌¤杩愮畻绗︿紭鍏堢骇鍜岀粨鍚堟€э紝鎬讳箣涓€鍙ヨ瘽杩欎釜璇鹃€傚悎灏忕櫧锛屼緥瀛愬垎鏋愭槸鍒嗘瀽浜嗭紝璁茬殑涓嶆槸寰堢粏,0,,
鏃犻噸鐐癸紝璁茬殑涓嶉€忓交,0,,
瀛︿互鑷寸敤  鍙楃泭鍖祬,0,,
濂介夯鐑﹀晩鍟婂晩鍟婂晩鍟?0,,,
寮虹儓寤鸿杩欑璇剧洿鎺ュ垹闄?娴垂鏃堕棿 娴垂瀛﹀垎 娴垂瀛﹁垂 鏋佸叾鏃犺亰 鍙婂叾褰㈠紡涓讳箟,0,,
鐜妭澶锛屾湁鐐硅禐锛屾湁浜掕瘎锛屾湁璇勮锛屾湁鏂囩珷锛屾枃绔犱腑鏈夊洖绛旈棶棰樸€傜敱浜庣敤鎵嬫満鏉ュ仛棰橈紝浠ヨ嚦浜庤棰戜腑鍥炵瓟闂鏈仛锛屼簰璇勬湭鍋氥€?0,,,
鍚笉娓呰€佸笀璁蹭粈涔?0,,,
鐭ヨ瘑鐐逛赴瀵屾湁瓒ｆ柊棰栥€?1,,,
"鏈夌偣鏃犺亰 鐪熺殑
",0,,
 闈炲父鏈夋敹鑾?1,,,
"鏈潵鎴戝姘戞瓕涓€鐐逛篃涓嶄簡瑙ｉ€氳繃楂樿€佸笀鐨勮瑙ｈ鎴戝姘戞瓕鏈変簡涓€涓ぇ姒傜殑浜嗚В楂樿€佸笀璁茬殑闈炲父绮惧僵涔熼潪甯稿畬缇庡緢妫?
",1,,
鑰佸笀璁茬殑寰堝ソ锛岀敓鍔ㄦ湁瓒?1,,,
杞欢涓€鐩村穿婧冿紝瀛︿簡杩樻槸鏄剧ず娌″锛燂紵锛?0,,,
缃戜笂鏁欏鐪熺殑濂斤紝瀛︿範璧锋潵鏁堢巼楂橈紝鑰佸笀璐熻矗鍚屽妫掋€?1,,,
涓嶅枩娆笉鍠滄,0,,
鐪嬪畬璇剧▼浣嗘槸灏辨樉绀烘病瀛︿範,0,,
璇剧▼寰堟锛屼笉杩囨湁瀛楀箷灏卞ソ浜嗐€傚緢澶氫笓涓氬悕璇嶄笉澶兘澶熺寽鍑烘槸鍝嚑涓瓧锛屼笉鏂逛究鑷繁鍦ㄧ綉涓婃煡闃呯浉鍏充俊鎭拰鎼滃璧勬枡銆?1,,,
"
瓒呮鐨勮绋嬨€?,1
鏋楄€佸笀涓婅鐨勬柟寮忔祬鏄炬槗鎳傦紝鎰夋偊韬績,1
鑰佸笀璁茬殑寰堝ソ锛岀煡璇嗙偣铻嶆眹鍦板緢蹇紒,1
杩欒鎸哄ソ鐨勩€?1
鐑傛浜嗭紝浜掕瘎灏辨槸涓瀮鍦?0
鎬庝箞涓嶈瑙ｈ鏂囷紵,0
缁х画瀛︿範鎻愰珮,1
鐓х潃璇炬湰蹇点€傘€傘€?0
鍛曘€傘€傘€傘€傘€?0
寰堝ソ 寰堝叏闈?1
鐪熸淮濂斤紝鐪熸淮濂?""",1,,
闈炲父涓嶉敊鍟?,1,,
璇剧▼姣旇緝鏃犺亰,0,,
杩欎釜鐢风殑璁茬殑閮芥槸鍟? 蹇电殑璋佷笉浼?,0,,
甯屾湜鑰佸笀璁插緱濂戒竴鐐? 褰曚釜缃戣涓嶅鏄撳晩 瀛︾敓瀛︿範涔熷湪鐗虹壊浠栦滑鐨勫疂璐垫椂闂村憖,0,,
璇剧▼鐪嬭捣鏉ュ緢璇变汉锛屽ソ鏈熷緟锛屾垜涓氫綑瀛﹂厤闊虫挱闊崇殑锛屼絾鎬庝箞閮藉敱涓嶅ソ姝?1,,,
閫氳繃瀛︿範鑾风泭鍖祬,1,,
鍐呭鏈夎叮锛岃瀹烇紝鑰佸笀璁茬殑闈炲父濂斤紒,1,,
鎰熻閮芥槸骞茶揣锛岀畝鍗曟槗鎳傘€傚緢澶氬湪缃戜笂閮芥兂鎵句笉鍒般€?1,,,
鎴戜粠涓浼氫簡璁稿璇惧爞涓婃湭寤朵几鍒扮殑鐭ヨ瘑鐐癸紝寰堝ソ锛岃€佸笀寰堢敤蹇冦€?1,,,
涓婅鍐呭鍙互鏇磋创杩戜功鏈?0,,,
鍐呭闅惧害閫備腑銆佸唴瀹归噺閫備腑锛岃€佸笀浠綍鍒剁殑瑙嗛寰堟竻鏅帮紝璧忓績鎮︾洰銆傝€冭瘯銆佷綔涓氶兘鍏峰緢鍙婃椂锛屼究浜庢垜浠帉鎻℃墍瀛﹀唴瀹广€傝鏈夎璁哄尯锛屽彲浠ュ彂琛ㄨ嚜宸辩殑瑙傜偣瑙佽В锛屽苟涓旇繕鏈夎€佸笀鐨勬寚瀵硷紝鍦ㄨ璁哄尯涓庡悓瀛︿滑杩涜鎬濈淮纰版挒锛屾槸浠跺緢鏈夎叮鐨勪簨銆?1,,,
鍦ㄦ瘺姒傝涓婏紝鎴戜滑瀛︿範浜嗛┈鍏嬫€濅富涔夊拰椹厠鎬濅富涔夌殑涓浗鍖栵紱涔熶簡瑙ｄ簡姣涙辰涓滃強鍏舵€濇兂锛岄倱灏忓钩鐞嗚锛屼笁涓唬琛ㄩ噸瑕佹€濇兂浠ュ強涔犺繎骞充腑鍥界壒鑹茬ぞ浼氫富涔夋€濇兂銆傞€氳繃鏈鏈熺殑瀛︿範锛屾垜鍏呭垎鐞嗚В浜嗚繖闂ㄨ绋嬨€傝櫧鐒跺洜涓虹柅鎯呭師鍥狅紝杩欏鏈熷ぇ閮ㄥ垎鐨勮绋嬮兘鏄湪绾夸笂杩涜锛屼絾鏄竾鑰佸笀涓婅骞朵笉鏋嚗锛岀洿鎾笌鎱曡鎯崇粨鍚堬紝璇惧爞涓婂彂甯冪粌涔狅紝璇惧悗涔熷彂甯冭璁猴紝璇惧爞妯″紡澶氭牱鍖栵紝鍚屽浠綋楠屼赴瀵屻€傝€佸笀鏇磋鍚屽浠洿鎾彂瑷€锛岄敾鐐煎悓瀛︿滑鐨勬€濈淮鑳藉姏銆傛€荤殑鏉ヨ锛岃繖闂ㄨ涓板瘜澶氬僵锛屾垜浠笉浠呭浼氫簡鐭ヨ瘑锛屾洿瀛︿範浜嗕竴浜涗负浜哄涓栫殑閬撶悊銆?1,,,
濂藉崱锛岃繕闂€€,0,,
璇烽棶涓轰粈涔堥潪瑕佸鐢熶簰璇勶紝鏈夌殑瀛︾敓娌℃湁鐢佃剳灏变笉鑳戒簰璇勶紝寰楀垎姣斿埆浜轰綆锛岄毦閬撹鍘荤綉鍚т簰璇勶紵锛燂紵,0,,
鎰熻澶崟璋冿紝杩樻槸涓嶅璇惧爞鏁堟灉濂?0,,,
绛変簬娌″銆傘€傘€傘€傘€傘€?0,,,
璇剧▼鍐呭涓板瘜锛屽崄鍒嗙敓鍔?1,,,
鐤儏褰撳墠锛屽皯鍑洪棬锛屽娲楁墜锛屼腑鍥藉姞娌癸紒姝︽眽鍔犳补锛?1,,,
浜哄姏璧勬簮鍦ㄥ綋浠婁紒涓氫腑鐨勪綔涓氳秺鏉ヨ秺鏄庢樉锛屾€庝箞浣夸汉鍙戞尌娼滆兘骞朵负鍏徃甯︽潵浠峰€硷紝濡備綍浣夸汉鎵嶄笉鏂殑澧炲€硷紝杩欎簺璇鹃閮藉皢褰卞搷鐫€鏈潵鐩稿綋闀跨殑鏃堕棿銆傛墍浠ユ垜璁や负浜哄姏璧勬簮绠＄悊璇剧▼灏嗕細寰楀埌鏇村浜虹殑缁欑潗锛?1,,,
"鏋佺儌锛屾垜鍙堜笉鏄湴璐ㄥ鐨勫ぇ瀛︾敓
",0,,
濂藉ソ濂藉ソ濂藉ソ鍟?1,,,
璇剧▼璁茬殑寰堝ソ锛岃€佸笀璁茬殑瓒呮锛屾湰鏉ュ惉涓嶆噦鐨勭幇鍦ㄥ氨绛変簬鍒氬叆闂ㄤ簡銆傛垜浠笂璇剧殑鏃跺€欏洜涓轰綘銆佺彮绾т汉鏁板緢澶氳€佸笀璁茬殑涔熸尯涓嶆槸澶噦锛屾垜鏉ュ氨鏄笉鍠滄鎻愰棶鐨勪汉锛岀幇鍦ㄦ湁杩欎釜骞冲彴鍙互鎶婅嚜宸变笉鎳傚緱涓€鐩村珐鍥鸿寰楁尯濂界殑锛岃€屼笖鍙互鍜岃€佸笀闈㈠闈氦娴侊紝鎰熻瓒呮寰堝ソ.,1,,
涓嶆彁绀鸿灞忔挱鏀句綅缃紝宸紒,0,,
浠ュ墠鐨勮€佸笀閮芥槸蹇礟PT锛岃繖涓€佸笀杩濸PT閮藉康涓嶅ソ銆傛湇浜嗭紝杩欑璇捐繕鑳戒笂鏉ワ紝璁╁ぇ瀹剁湅銆傚攭锛侊紒锛侊紒锛?0,,,
涓嶆槸寰堟柟渚匡紝鍜岃€佸笀閭ｇ殑鏁版嵁涓嶇,0,,
澶瀮鍦句簡锛屽氨鐓х潃ppt璇伙紝绋嶅井灞曞紑鐐圭殑瑙ｉ噴閮芥病鏈夛紝涓嶅缓璁湅銆?0,,,
鎬绘槸鏈夊欢杩燂紝鏈夋椂鍊欐槑鏄庡凡缁忕湅瀹屼簡锛岃繕鏄剧ず鏈鐪嬨€傛祴楠屽凡缁忔彁浜や袱娆′簡锛岃鏃惰繕鏄病婊★紒锛侊紒锛侊紒锛侊紒锛侊紒,0,,
鎸哄ソ鐨勶紝鍔犳补锛侊紒锛?1,,,
璁茶В娣卞叆娴呭嚭锛岄€氫織鏄撴噦,1,,
"鍥犱负鏄甫鐫€闂瀛︿範杩欓棬璇剧▼锛屾墍浠ワ紝甯稿父浼氬悜鑰佸笀鎻愰棶锛屾湁鏃惰鏀挎硶瀹炲姟鏂归潰鐨勯棶棰樹細鏈変簺寰锛屼絾鑲栬€佸笀鍙互璇存槸涓嶅帉鍏剁儲灏介噺缁欎簣鍥炵瓟锛屽姪鏁欒€佸笀涔熷緢鏁笟锛屽浜庢彁闂€佽拷闂€佸啀闂兘鑳借€愬績瑙ｇ瓟锛岃繖浜涜瑙ｅ瑙ｅ喅瀹為檯闂甯︽潵寰堝ぇ甯姪銆?
璁捐韩澶勫湴鎯筹紝鑰佸笀姝ｅ父鏁欏绉戠爺宸ヤ綔閮藉緢绻侀噸锛岃繕瑕佸寲绮惧姏涓婂ソ鍏嶈垂鍏泭鐨勬厱璇捐绋嬫暀瀛﹀苟瀛︾敓浜掑姩锛屼粯鍑轰簡寰堝锛屼护浜烘暚浣┿€傚湪姝わ紝鐢辫》鎰熻阿鑰佸笀鐨勬棤绉佷粯鍑猴紝璋㈣阿鑰佸笀銆?,1
寰堝瀮鍦撅紝涓嶈€冭檻瀛︾敓鐨勬劅鍙楋紝涓€浼氭厱璇撅紝涓€浼氫綔涓氾紝涓€浼氳繕瑕佹祴楠岋紝璇捐繕娌¤瀹屾祴璇曞氨鎴锛岃繕瑕佸鐢熻嚜宸变簰璇勶紝鏈€鍚庤繕璁板綍鍒版垚缁╀腑锛屼綘鍜嬩笉涓婂ぉ鍛€銆?""",0,,
鏀惰幏寰堝ぇ锛屽浼氫繚鎶よ嚜宸辩殑鍡撳瓙,1,,
缁欎粬娴嬪畬鍏ュ厷,0,,
鑰佸笀璇剧▼绱у瘑锛岄€昏緫娓呮櫚锛屼緥棰樼揣鎵ｄ富棰?1,,,
澶繃澶辨湜 濡傚悓鍤艰湣 ,0,,
鏁欒偛涓嶅簲璇ヤ互璧氶挶涓虹洰鐨勩€?0,,,
涓轰粈涔堟垜鐨勭湅浜嗙殑瑙嗛鍜屾病鐪嬬殑瑙嗛鐪嬩笂鍘绘病鍖哄埆 鍒汉鐨勯兘鑳界煡閬撻偅浜涚湅杩囬偅浜涙病鐪?,0,,
鍙互瀛﹀鏂颁笢鏂圭殑妯″紡銆?1,,,
鑰佸笀璁茬殑寰堢敤蹇冿紝璇句欢寰堝厖瓒筹紝鍐呭寰堜赴瀵?1,,,
寰堟寰堟 缁х画鍔犳补,1,,
闈炲父浼樼鐨勮绋嬶紒鍊煎緱澶氭瀛︿範銆?1,,,
鑰佸笀璁茬殑寰堟竻妤氾紝寰堟槑鐧?1,,,
涓€鐐归兘涓嶇敓鍔?0,,,
娴锋槦娴锋槦 鎸烘湁瓒ｇ殑,1,,
鑰佸笀寰堢儹鎯咃紝涓婅鍐呭寰堜赴瀵?,1,,
寰堟锛岃鐨勫緢娓呮鏄庣櫧,1,,
杩欐槸涓€闂ㄥ緢妫掔殑璇剧▼,1,,
鐮磋蒋浠?閮藉箍鍛?0,,,
鐪熺殑寰堜笉閿?,1,,
鍟ョ帺鎰忓効闈炶鐧诲綍鎵嶈兘鐢ㄣ€?0,,,
闈炲父濂戒細缁х画浣跨敤~,1,,
杩樺彲浠ュ晩锛屽皬鐧戒篃鍙互鍚噦,1,,
鑰佸笀鐪熺殑濂芥锛屽鍒颁簡寰堝鏂颁笢瑗?1,,,
鎰熻缃戠珯鏈夋椂鐗瑰埆鍗★紝杩涗笉鍘?,0,,
绠€鍗曞康涔︽湰锛屼篃涓嶆噦寰楀睍寮€璁茶В锛岃繕杩欎箞纾曠宸村反锛屾按骞冲お浣庝簡銆?0,,,
浜旀槦濂借瘎锛屽垎鏈熻瘎鍒?0,,,
璁茶В鐨勪笉璇︾粏锛屽緢澶х▼搴︾収鎼鏈紝寰堝埢鏉匡紝涓嶅鏄撶悊瑙?0,,,
"鐤儏鏈熼棿 鍦╩ooc骞冲彴涓婂苟娌℃湁钀戒笅澶у鐗╃悊瀹為獙鐨勮绋嬶紝杩欓棬璇剧▼寰堟
",1,,
鎸哄ソ鐨勶紝浣嗘垜寰堢敓姘旓紝灏辫繖鏍?0,,,
璇剧▼鐢熷姩渚夸簬鐞嗚В鍗佸垎璧?,1,,
涓轰粈涔堟病鏈夋埓鑰佸笀鐨勮锛屽氨鍐茬潃鎴磋€佸笀鐨勮鑰屾潵,0,,
澶樊鍔蹭簡鍚э紝姘翠篃娌′釜姘存牱銆?0,,,
寰堝枩娆㈣繖涓绋嬶紝婊¤冻浜嗘垜瀵规湭鐭ョ殑濂藉蹇?1,,,
鏈遍棬閰掕倝xiu锛屼笉鏄痗hou锛屾湇浜嗐€?0,,,
鐓у害ppt锛屽惉涓嶆噦,0,,
寰堟寰堜笉閿欏緢鏈夌敤,1,,
寰堢儌鐨勮锛岃€佸笀99锛呭康PPT锛屾櫐娑╃▼搴︾畝鐩翠簡,0,,
澶儌浜嗭紝鍟ラ兘鐢ㄤ笉浜?0,,,
ma鐨? 鐪熷嚑鎶婃氮璐规椂闂?,0,,
璇剧▼涓骇璺冲嚭鐨勯鐩緢濂斤紝浣嗘槸濉┖棰樼殑鏂瑰紡鍥炵瓟鍥犱负鏍囩偣绗﹀彿鍘熷洜锛屽洖绛旈兘鏄敊鐨?0,,,
鎰熻涓嶅お鐞嗘兂,0,,
璋㈣阿鏈夋洿澶氭垜鐪嬩篃鐪嬩笉瀹岀殑瑙嗛锛屾劅璋㈡偍鍢烇紒浜旀槦濂借瘎锛屽垎鏈熶粯娆撅紒,0,,
鑰佸笀璁茬殑鐪熷ソ锛屾敹鑾峰緢澶?1,,,
杩欐牱鐨勫涔犲彈鐩婂尓娴?1,,,
涓轰粈涔堢綉绔欐€绘槸鍑洪棶棰橈紵锛燂紵锛燂紵杈涜緵鑻﹁嫤鍋氬ソ鐨勪綔涓氭彁浜や笉涓婂幓杩樿鎵ｆ垜浠鍒嗭紵锛燂紵锛燂紵锛燂紵锛燂紵锛燂紵锛燂紵锛?0,,,
鍗℃浜?   杩樻湁鑳戒笉鑳藉嚭涓€涓彲浠ョ湅鍒板簳鍝噷娌＄湅鐨勪笢瑗垮晩  鎴戦兘涓嶇煡閬撳摢閲屾垜瀛﹁繃浜嗗摢閲屾垜娌″  涓嶆槸  35涓渶鍚庝竴涓湪鍝噷  涓€鐩?4  鎴戦兘鐪嬩簡濂藉嚑閬嶈繕鏄?4锛燂紵锛燂紵   绯荤粺鏄笉鏄笉琛屼簡锛燂紵,0,,
鑽ｈ€佸笀璁茬殑闈炲父濂斤紝鍙楃泭鍖祬銆?1,,,
澶樊浜嗭紝杩涘害鏉″嚭涓嶆潵锛屾湁鏃跺€欒繕鍗℃満,0,,
濂借锛佸ソ璇撅紒,1,,
璇磋瘽鏂瑰紡杞绘澗锛屽唴瀹圭悊瑙?1,,,
鍙楁暀浜嗭紝闈炲父濂斤紒,1,,
鎸哄ソ闈炲父鏈夊府鍔?1,,,
鎴戜篃瑙夊緱瓒呯骇妫掞紒,1,,
娌℃硶鑱旂郴鑰佸笀,0,,
杩欎笉灏辨槸鐓х潃PPT蹇电殑鍚楋紵鑰屼笖杩欎釜PPT鏄笂涓笘绾仛鐨勫悧锛熻繖鏄€庝箞璇勪笂绮惧搧璇剧▼鐨勶紵,0,,
璇剧▼璁捐鐨勫緢鍚堢悊,1,,
"       瀛︿範瀹屽叏閮ㄨ绋嬪悗锛屾垜鎰熷埌鍙楃泭鍖祬銆?       浠庡唴瀹规柟闈㈡潵璇达紝杩欎釜绯诲垪mooc涓嶄粎鍖呭惈鏂板啝鑲虹値鐨勪复搴婅瘖鏂紝杩樿瑙ｅ拰瀵规瘮浜嗕笉鍚岀梾姣掓墍鑷村懠鍚哥郴浼犳煋鐥呯殑鐗圭偣銆傚悓鏃讹紝瀵逛簬澶т紬鏈€涓哄叧蹇冪殑锛岃嚜宸卞鏋滄劅鍐掑彂鐑э紝鍒板簳鏄笉鏄劅鏌撴柊鍐犵瓑锛屼篃鍋氬嚭浜嗚缁嗙殑璇存槑銆傚彲浠ヨ鏃犺姘戜紬杩樻槸鍖诲鐩稿叧棰嗗煙鐨勪粠涓氳€咃紝閮借兘浠庝腑瀛﹀埌寰堝銆傛渶鍚庯紝鏈夊叧瑕佷笉瑕佹埓鍙ｇ僵锛屼粈涔堟椂鍊欑殑闂锛岃绋嬫繁鍏ヨ縼鍑虹殑鍒掑嚭浜嗕笉鍚屽満鏅笅锛屼笉鍚岀被鍨嬪彛缃╄濡備綍浣跨敤銆傝€屾槑纭笉鍚屽彛缃╃殑閫傚簲鍦哄悎锛屽浜庤妭绾﹀拰瑙勮寖鍖荤枟璧勬簮鐨勪娇鐢ㄤ篃鏈夊府鍔┿€?       浠庢寚寮曠殑鎰忎箟鏉ヨ锛岀幇鍦ㄥ緢澶氬ぇ瀛﹀悓瀛︽渶涓哄叧蹇冪殑灏辨槸浠€涔堟椂鍊欒兘閲嶈繑鏍″洯鐨勯棶棰樹簡銆傛帹杩熷紑瀛︼紝寰堝ぇ涓€閮ㄥ垎鍘熷洜鏄ぇ瀛﹀鐢熸潵鑷簲婀栧洓娴枫€傚鏋滀笉鑳界粍缁囪捣鏈夋晥鐨勯槻鐤帾鏂藉拰璁捐瀹屽杽鐨勭柅鎯呭缃墜娈碉紝澶у瀹樻柟鏄柇鐒朵笉鏁㈤殢渚垮紑瀛︾殑銆傝€岃繖娆℃寚寮曟湁閽堝鎬х殑璁捐浜嗚繑鏍℃柟妗堬紝瀵规瘡鎵€瀛︽牎鑰岃█锛岄兘鏈夐噸澶у€熼壌鎰忎箟锛屽彲浠ヨ鏄粰鍑轰簡澶у鐢熻繑鏍＄殑婀橀泤鏂规銆?,1
鑰冭瘯鐪熺殑闅句负鎴戜簡锛屼负浠€涔堥鐩笉绠€鍗曠偣鍛?0
璇剧▼寰堟锛侀潪甯搁€傚悎鍒濆鑰呫€?""",1,,
鍝堝搱锛屾垜鐪熺殑闈炲父鍠滄杩欓棬璇撅紝璁╂垜鐨勯ギ椋熸湁鎵€鏀瑰杽銆傚師鏈垜鏄姝屽緢鐦︾殑浜猴紝缁忚繃楗璋冨吇锛屾瘮鍘熸潵韬綋瑕佸仴澹簡涓嶅皯銆?1,,,
鍙互浠庤绋嬪拰鑰佸笀鐨勮瑙ｄ腑寰楃煡姣忎竴鏍蜂笉鍚岀殑椋熺墿浼氬甫缁欐垜浠汉浣撲笉鍚岀殑钀ュ吇锛岃繃搴﹀拰閫傞噺涔熶細甯︽潵浠€涔堟牱鐨勫悗鏋滐紝鏀剁泭棰囧锛?1,,,
鑳戒笉鑳界粰瀹屾暣璇句欢锛屼笂璇炬紨绀虹殑璇句欢浣曞繀鍋氭垚鏂滅殑鍛紝娌″繀瑕侊紝鍚鍋氱瑪璁板緢涓嶆柟渚?0,,,
鎰熻灏辨槸璇籔PT锛屽緢澶氱殑鍐呭閮借涓嶆槑鐧?0,,,
"涓轰粈涔堝埌鐜板湪閮芥病鏈夌數瀛愯瘉涔?
",0,,
鎸哄ソ鐨勭湡鐨勩€?1,,,
鐭ヨ瘑鐐瑰緢鍏ㄩ潰锛屽涔犳晥鏋滃緢濂?1,,,
鐞嗚鐭ヨ瘑鏄熀纭€锛屼絾鏄兘涓嶈兘缁撳悎鍒濅腑楂樹腑鐨勬渚嬪姞浠ュ垎鏋愬憿,0,,
鍙儨浜嗚繖涔堝ソ鐨勫舰寮忥紝瑁呬簡杩欎箞宸殑鍐呭銆傚杩欏ぇ瀛﹂兘娌′簡淇″績鈥︹€﹀唴鏍稿繏鑰佷簡銆傘€傚繏涓嶅姟瀹?0,,,
鎱曡瀛︿範鏄柊鍨嬬殑瀛︿範娓犻亾锛屾槸涓汉鑷垜瀹屽杽鍜岃嚜鎴戞彁楂樼殑鏋佷匠鎵嬫涔嬩竴銆?1,,,
浣撶郴瀹屾暣锛屽唴瀹圭繑瀹烇紝寰堝€煎緱鍘诲惉,1,,
瀛﹀崐澶╀簡绯荤粺璁板綍涓嶄笂鎴戠殑瀛︿範杩涘害锛屾潵鏉ュ洖鍥炴暣鍥涗簲閬嶏紝娴垂鏃堕棿,0,,
寰堝叏闈紝闈炲父濂?1,,,
闈炲父鐨勫ソ鍟?,1,,
"鎴戞寜鐓ц瘎鍒嗘爣鍑嗘潵鍋氱殑锛屼负鍟ョ粰鎴戦偅涔堝皯鐨勫垎鏁板晩
鐪熺殑濂戒笉鏈嶆皵鍟婏紝鐒跺悗涓€涓悊鐢遍兘娌℃湁",0,,
瀛﹀埌浜嗗緢澶氫笢瑗匡紝鎳備簡涓€浜涢亾鐞?,1,,
鏈绋嬬殑鍐呭涓板瘜锛屽疄鐢ㄦ€у己锛岃鎴戝鍒颁簡寰堝闈炲父妫掔殑鎶€宸у拰鏂规硶锛屾柟渚夸簡鎴戠殑瀛︿範鍜屽伐浣溿€傞潪甯告劅璋㈡湰璇剧▼鐨勬墍鏈夎€佸笀鍜屽伐浣滀汉鍛樸€?1,,,
鍨冨溇鍨冨溇鍨冨溇,0,,
杩欎釜瀛︿範APP寰堝樊鍔?0,,,
瀛︿互鑷寸敤鍙楃泭鍖祬,0,,
杩欓棬璇鹃潪甯稿ソ銆?1,,,
鍨冨溇............,0,,
鑰佸笀璁茶В鐨勬竻鏅伴€忓交锛屾劅瑙夎嚜宸卞彈鐩婂尓娴咃紝鑰佸笀杈涜嫤鍟︼紒,1,,
澶╁晩锛屽惉閭ｄ釜濂宠€佸笀璇籶pt杩樹笉濡傝siri璇伙紝杩欎粈涔堢帺鎰忓晩杩欐槸,0,,
鍨冨溇锛屽埛璇炬椂璇炬椂閮戒笉鏄剧ず,0,,
澶暦琛嶄簡銆傜収鐫€璇炬湰璇汇€?0,,,
涓€涓瓧  濂斤紒锛侊紒,1,,
姝ょ墿鍙簲澶╀笂鏈?1,,,
浠庤€佸笀鐨勮涓敹鑾峰緢澶?1,,,
涓€鐩翠互鏉ュ浜庢湡鏉冧氦鏄撶瓥鐣ュ拰瀹氫环鐨勫唴瀹逛笉鏄緢鐔熸倝锛屽畫鑰佸笀閫氳繃寰堝瀹炰緥璁╂垜鑳藉瀵逛簬澶嶆潅鍜屾繁濂ョ殑鐞嗚鏈変簡姣旇緝绯荤粺鍜屾竻鏅板湴璁よ瘑锛岄潪甯稿枩娆㈠畫鑰佸笀骞介粯椋庤叮鐨勬巿璇鹃鏍硷紝娌℃湁璺濈鎰燂紒浠庤绋嬪綋涓笉浠呮敹鑾蜂簡鐭ヨ瘑锛屼篃鏀惰幏浜嗗浜庡ソ澶у鐨勭悊瑙ｏ紝鏇村鍔犱簡瀵逛簬閲戣瀺琛嶇敓鍝佸競鍦虹殑璁よ瘑锛岄潪甯告劅璋㈠畫鑰佸笀鐨勬寚瀵硷紒,1,,
璇剧▼鍐呭鏈夋晥,1,,
璇剧▼寰堟墡瀹烇紝鏀惰幏婊℃弧,1,,
鑰佸笀璁茬殑寰堝ソ锛屾竻鏅版槗鎳傘€?1,,,
浣犲氨鍒拌繖閲屽康涔﹀康ppt鍚?0,,,
杩涘害涓€鐩翠笉鏇存柊锛岄兘涓嶇煡閬撹鐪嬪嚑閬嶄簡,0,,
瑙嗛鏈夌偣鍎块暱銆?0,,,
